region_code,BLcode,country,year,sex,pri,sec,ter,lu,lp,lpc,ls,lsc,lh,lhc,tyr,pyr,syr,hyr,hc,hca,pop
Advanced Economies,131.0,Australia,1885.0,F,58.43035888671875,0.5473268628120422,0.026115352287888527,48.631771087646484,48.108985900878906,12.767380714416504,3.2458627223968506,0.6157291531562805,0.020351899787783623,0.007107321172952652,2.1335208415985107,2.022263765335083,0.11070805042982101,0.0005491831689141691,1.2378203868865967,1.591997742652893,698.3176879882812
Advanced Economies,131.0,Australia,1890.0,F,47.874229431152344,0.81212317943573,0.039541687816381454,43.086734771728516,51.33711242675781,13.9795503616333,5.5568718910217285,1.1145614385604858,0.024046285077929497,0.007647405378520489,2.4851884841918945,2.2943549156188965,0.19019968807697296,0.0006338820094242692,1.2821249961853027,1.756527304649353,851.0
Advanced Economies,131.0,Australia,1895.0,F,52.05158233642578,1.196562647819519,0.05918344482779503,41.54553985595703,52.80202102661133,14.805514335632324,5.624459266662598,1.181808352470398,0.0315527580678463,0.009176036342978477,2.5623490810394287,2.367586851119995,0.19394758343696594,0.0008145843748934567,1.2920562028884888,1.782443642616272,998.8963623046875
Advanced Economies,131.0,Australia,1900.0,F,56.22893524169922,1.751091480255127,0.08774860203266144,33.08406066894531,59.613346099853516,17.238162994384766,7.262636184692383,1.7264349460601807,0.039958395063877106,0.010871616192162037,2.9991233348846436,2.7437007427215576,0.2544057071208954,0.001016719383187592,1.3497405052185059,1.9442423582077026,1217.0
Advanced Economies,131.0,Australia,1905.0,F,60.406288146972656,2.5450985431671143,0.1290760487318039,28.711498260498047,61.07735061645508,18.58158302307129,10.156290054321289,2.5612077713012695,0.054862942546606064,0.014133601449429989,3.362473249435425,3.0024373531341553,0.35865601897239685,0.001379956491291523,1.3996851444244385,2.1273324489593506,1226.73193359375
Advanced Economies,131.0,Australia,1910.0,F,64.5836410522461,3.6720635890960693,0.18859049677848816,22.742755889892578,64.43560791015625,20.9472713470459,11.774893760681152,3.0876705646514893,1.0467455387115479,0.2460436373949051,3.8239781856536865,3.330784797668457,0.4673375189304352,0.02585585042834282,1.4657950401306152,2.4095571041107178,1348.0
Advanced Economies,131.0,Australia,1915.0,F,68.76099395751953,5.254238605499268,0.2739313840866089,17.820640563964844,74.64466094970703,25.780380249023438,5.644478797912598,1.474217176437378,1.8904707431793213,0.4997612535953522,3.805995464324951,3.464848518371582,0.293342262506485,0.04780476540327072,1.463161587715149,2.3426859378814697,1532.9085693359375
Advanced Economies,131.0,Australia,1920.0,F,72.9383544921875,7.444720268249512,0.3958165943622589,13.662188529968262,71.05255889892578,26.33512306213379,12.57217025756836,3.670935869216919,2.7130789756774902,0.7684580683708191,4.4946136474609375,3.838745355606079,0.5862377882003784,0.06963060051202774,1.5674676895141602,2.770350456237793,1698.0
Advanced Economies,131.0,Australia,1925.0,F,77.11570739746094,10.423064231872559,0.5692169070243835,10.71231746673584,61.745948791503906,24.21055793762207,23.44505500793457,7.122744560241699,4.096684455871582,1.1686846017837524,5.387147903442383,4.231199741363525,1.0506408214569092,0.10530731827020645,1.7138028144836426,3.3058621883392334,1902.275146484375
Advanced Economies,131.0,Australia,1930.0,F,81.29306030273438,14.37882137298584,0.8149310946464539,7.992402076721191,58.697914123535156,24.68115997314453,28.289735794067383,9.022065162658691,5.019949913024902,1.5042099952697754,5.910567283630371,4.499953269958496,1.2801308631896973,0.1304832398891449,1.8058958053588867,3.5839812755584717,2154.0
Advanced Economies,131.0,Australia,1935.0,F,85.47041320800781,14.973808288574219,1.1616584062576294,5.82969856262207,54.885337829589844,24.91547393798828,33.29143142700195,11.131133079528809,5.993534564971924,1.8844820261001587,6.42972469329834,4.751121997833252,1.5210422277450562,0.15756048262119293,1.9021265506744385,3.8566062450408936,2154.0
Advanced Economies,131.0,Australia,1940.0,F,89.64776611328125,19.00870704650879,1.648646593093872,4.430081367492676,51.41523361206055,25.087556838989258,37.28483581542969,13.182820320129395,6.869857311248779,2.306957960128784,6.853596210479736,4.944365501403809,1.7256942987442017,0.1835363507270813,1.984485387802124,4.082879543304443,2314.06201171875
Advanced Economies,131.0,Australia,1945.0,F,93.82511901855469,23.972959518432617,2.1563236713409424,2.9898788928985596,47.831233978271484,24.62385368347168,41.45940017700195,15.445958137512207,7.719483852386475,2.7499797344207764,7.2724504470825195,5.124385356903076,1.9386754035949707,0.20938941836357117,2.0693717002868652,4.3006463050842285,2496.0
Advanced Economies,131.0,Australia,1950.0,F,98.00247192382812,34.97023010253906,5.552051544189453,1.167580246925354,44.256046295166016,28.7207088470459,45.3693733215332,21.838220596313477,9.206999778747559,4.185260772705078,7.989925861358643,5.4638848304748535,2.258195638656616,0.2678452432155609,2.223299980163574,4.684083938598633,2645.0
Advanced Economies,131.0,Australia,1955.0,F,100.0,39.66376876831055,3.434281826019287,1.005533218383789,39.719032287597656,23.559362411499023,49.1887092590332,25.491008758544922,10.086726188659668,4.585329055786133,8.238136291503906,5.454877853393555,2.4898176193237305,0.2934410572052002,2.279175281524658,4.826048851013184,2817.0
Advanced Economies,131.0,Australia,1960.0,F,82.295654296875,54.252872467041016,7.070000171661377,0.8452628254890442,34.896114349365234,19.229854583740234,53.23910903930664,29.82038116455078,11.019511222839355,5.037386417388916,8.544991493225098,5.479296684265137,2.744556427001953,0.3211379051208496,2.3501970767974854,4.967239856719971,3079.0
Advanced Economies,131.0,Australia,1965.0,F,83.87825775146484,55.17241287231445,9.710000038146973,0.6607460379600525,29.229297637939453,15.617278099060059,57.49673080444336,35.07308578491211,12.601607322692871,5.567953586578369,8.9711332321167,5.551297187805176,3.056443929672241,0.36339133977890015,2.4525132179260254,5.119580268859863,3485.0
Advanced Economies,131.0,Australia,1970.0,F,91.0,73.56321716308594,11.199999809265137,0.6421511173248291,19.484071731567383,10.222030639648438,69.67178344726562,46.24155044555664,10.16176700592041,5.094283103942871,9.645411491394043,5.681196212768555,3.6590940952301025,0.3051210939884186,2.6235835552215576,5.300389289855957,3905.0
Advanced Economies,131.0,Australia,1975.0,F,97.0,80.0,19.799999237060547,1.2965786457061768,10.257415771484375,5.177761554718018,72.00984191894531,50.75196075439453,16.436161041259766,7.607166290283203,10.511703491210938,5.769815444946289,4.261020660400391,0.4808666706085205,2.860997438430786,5.496707916259766,4266.0
Advanced Economies,131.0,Australia,1980.0,F,100.0,78.0,23.899999618530273,0.8023297786712646,5.056064128875732,2.4123165607452393,71.48638916015625,53.34270095825195,22.676776885986328,10.551131248474121,11.271854400634766,5.873841285705566,4.733455181121826,0.6645582318305969,3.0869557857513428,5.578724384307861,4703.0
Advanced Economies,131.0,Australia,1985.0,F,97.0,87.0,27.0,1.0557512044906616,7.454972743988037,3.5202178955078125,67.2641372680664,53.08806228637695,24.243064880371094,12.477569580078125,11.316450119018555,5.819688320159912,4.762349605560303,0.7344127297401428,3.10075306892395,5.5328521728515625,5125.0
Advanced Economies,131.0,Australia,1990.0,F,98.0,79.0,38.20000076293945,1.0059280395507812,9.345088005065918,4.78170919418335,62.994388580322266,52.38396453857422,26.6843204498291,14.93720817565918,11.360220909118652,5.8045268058776855,4.723263740539551,0.8324305415153503,3.1143550872802734,5.44297456741333,5564.0
Advanced Economies,131.0,Australia,1995.0,F,99.84906005859375,90.0,73.5,1.2035454511642456,10.283523559570312,5.824514389038086,56.99134063720703,49.63676452636719,31.52158546447754,17.05970001220703,11.481852531433105,5.7940168380737305,4.71621036529541,0.9716256856918335,3.1524667739868164,5.362917423248291,5977.0
Advanced Economies,131.0,Australia,2000.0,F,95.0,100.0,72.0,0.8277071714401245,10.606264114379883,6.376785755157471,63.099124908447266,57.94108963012695,25.466903686523438,15.557512283325195,11.388456344604492,5.823452949523926,4.744515419006348,0.8204883337020874,3.1231610774993896,5.167377948760986,6388.0
Advanced Economies,131.0,Australia,2005.0,F,95.0,100.0,79.0,0.6546630263328552,9.061347007751465,5.771603584289551,59.102081298828125,55.182559967041016,31.181907653808594,19.403844833374023,11.780900955200195,5.862027645111084,4.907158374786377,1.0117148160934448,3.248164653778076,5.169419288635254,6853.0
Advanced Economies,131.0,Australia,2010.0,F,97.0,100.0,93.0,0.5346495509147644,7.237514019012451,4.685125350952148,58.913604736328125,35.520599365234375,33.31422805786133,21.755329132080078,11.767972946166992,5.986990928649902,4.679590702056885,1.1013911962509155,3.2439680099487305,6.1776909828186035,7239.0
Advanced Economies,131.0,Australia,1820.0,M,44.790348052978516,0.009999999776482582,0.009999999776482582,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1825.0,M,47.96383285522461,0.009999999776482582,0.009999999776482582,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1830.0,M,51.20034408569336,0.009999999776482582,0.009999999776482582,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1835.0,M,54.478912353515625,0.009999999776482582,0.009999999776482582,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1840.0,M,57.77731704711914,0.009999999776482582,0.009999999776482582,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1845.0,M,61.07272720336914,0.01705094426870346,0.009999999776482582,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1850.0,M,64.34244537353516,0.02920321561396122,0.009999999776482582,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1855.0,M,67.5647201538086,0.04808809235692024,0.010992073453962803,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1860.0,M,70.71952819824219,0.07705529034137726,0.02223943918943405,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1865.0,M,86.99564361572266,0.12101691216230392,0.04159398004412651,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1870.0,M,99.98999786376953,0.18713313341140747,0.07348152250051498,40.693870544433594,59.23664474487305,6.41953706741333,0.044338129460811615,0.007928491570055485,0.030470799654722214,0.008210123516619205,1.9779598712921143,1.9741740226745605,0.0030122536700218916,0.0007736756233498454,1.2187137603759766,1.3231201171875,534.0
Advanced Economies,131.0,Australia,1875.0,M,99.98999786376953,0.2844882011413574,0.11730915307998657,34.52587890625,65.35713958740234,3.681593894958496,0.06689202040433884,0.011823941953480244,0.05152536928653717,0.015751734375953674,2.0844318866729736,2.0782668590545654,0.004819507710635662,0.0013455074513331056,1.231758952140808,1.3573832511901855,608.417236328125
Advanced Economies,131.0,Australia,1880.0,M,99.98999786376953,0.4282078146934509,0.18274864554405212,31.417566299438477,68.37620544433594,5.820988655090332,0.11900175362825394,0.01876422017812729,0.08874610811471939,0.028954263776540756,2.249117136001587,2.2383806705474854,0.008382642641663551,0.002353921066969633,1.2522121667861938,1.414535641670227,735.0
Advanced Economies,131.0,Australia,1885.0,M,99.98999786376953,0.6396176815032959,0.28134700655937195,26.328508377075195,72.6058578491211,8.13275146484375,0.9175683856010437,0.19309543073177338,0.14782017469406128,0.05279027298092842,2.5288736820220947,2.486081600189209,0.03877997025847435,0.004012190271168947,1.2877382040023804,1.557372808456421,872.63525390625
Advanced Economies,131.0,Australia,1890.0,M,99.98999786376953,0.9481053948402405,0.4269266426563263,18.89997673034668,79.27002716064453,10.912398338317871,1.590319275856018,0.3623056411743164,0.23856090009212494,0.09189364314079285,2.8886985778808594,2.8152058124542236,0.06688373535871506,0.006609119474887848,1.3349180221557617,1.6917967796325684,1044.0
Advanced Economies,131.0,Australia,1895.0,M,99.98999786376953,1.3969616889953613,0.6533670425415039,9.704219818115234,88.18075561523438,13.74504280090332,1.7478172779083252,0.4180228114128113,0.3651787340641022,0.15032058954238892,3.2739176750183105,3.184553861618042,0.07905391603708267,0.010309899225831032,1.3873448371887207,1.8001877069473267,1106.32421875
Advanced Economies,131.0,Australia,1900.0,M,99.98999786376953,2.0430068969726562,0.9878336787223816,16.81451416015625,80.20768737792969,14.540199279785156,2.4208791255950928,0.5996220111846924,0.5572162866592407,0.24587269127368927,3.1496639251708984,3.0211222171783447,0.11247962713241577,0.016061848029494286,1.370213270187378,1.8746302127838135,1217.0
Advanced Economies,131.0,Australia,1905.0,M,99.98999786376953,2.961116313934326,1.4408347606658936,16.09334945678711,79.78038787841797,17.177709579467773,3.3031022548675537,0.8999422192573547,0.8231564164161682,0.373224675655365,3.338495969772339,3.1563186645507812,0.15824972093105316,0.0239275936037302,1.39633309841156,2.0147616863250732,1286.4600830078125
Advanced Economies,131.0,Australia,1910.0,M,99.98999786376953,4.25706672668457,1.520006775856018,13.065189361572266,77.66390228271484,19.2596435546875,7.182770729064941,2.115168571472168,2.1183271408081055,0.8202916979789734,3.88824725151062,3.4657721519470215,0.36370283365249634,0.0587722510099411,1.4752459526062012,2.4509665966033936,1487.0
Advanced Economies,131.0,Australia,1915.0,M,99.98999786376953,6.0768866539001465,1.8902413845062256,10.948589324951172,68.24049377441406,18.888952255249023,17.600887298583984,5.613907814025879,3.2380497455596924,1.5246272087097168,4.7616801261901855,3.8642196655273438,0.8022072315216064,0.09525343775749207,1.6098934412002563,3.017122507095337,1638.38232421875
Advanced Economies,131.0,Australia,1920.0,M,99.98999786376953,8.581283569335938,3.5455377101898193,9.024216651916504,70.74180603027344,21.372814178466797,15.784849166870117,5.323170185089111,4.475422382354736,2.307769775390625,4.918498516082764,3.979055166244507,0.8037799596786499,0.13566361367702484,1.635338544845581,3.133664608001709,1758.0
Advanced Economies,131.0,Australia,1925.0,M,99.98999786376953,11.941267013549805,2.7168877124786377,7.85256814956665,63.92277908325195,20.89748764038086,22.705278396606445,8.014386177062988,5.521754264831543,2.981044054031372,5.525819778442383,4.238229751586914,1.117533802986145,0.17005613446235657,1.737734079360962,3.4880189895629883,1967.655517578125
Advanced Economies,131.0,Australia,1930.0,M,99.98999786376953,16.351516723632812,2.8518526554107666,6.139041423797607,58.974464416503906,21.625669479370117,28.16827392578125,10.617972373962402,6.720611095428467,3.806274175643921,6.1153130531311035,4.5113372802734375,1.3934382200241089,0.21053770184516907,1.8432518243789673,3.809727907180786,2226.0
Advanced Economies,131.0,Australia,1935.0,M,99.98999786376953,17.028133392333984,2.823622703552246,4.367253303527832,54.313480377197266,22.31016731262207,33.44080352783203,13.429036140441895,7.880868911743164,4.659939765930176,6.694674015045166,4.77800989151001,1.6658482551574707,0.2508159279823303,1.9531967639923096,4.108799934387207,2226.0
Advanced Economies,131.0,Australia,1940.0,M,99.98999786376953,22.203683853149414,4.035490989685059,3.0711207389831543,50.3458251953125,22.916597366333008,37.25139617919922,15.830743789672852,9.333951950073242,5.677392482757568,7.194075107574463,4.9929938316345215,1.900854468345642,0.30022692680358887,2.0532164573669434,4.366150856018066,2363.06884765625
Advanced Economies,131.0,Australia,1945.0,M,99.98999786376953,27.635562896728516,4.8754096031188965,1.715470790863037,46.16371536254883,22.793987274169922,41.415489196777344,18.677541732788086,10.705330848693848,6.625644207000732,7.693881511688232,5.195980072021484,2.1512820720672607,0.34661945700645447,2.158445119857788,4.61044979095459,2526.0
Advanced Economies,131.0,Australia,1950.0,M,98.1827621459961,45.88568115234375,10.713059425354004,1.188538908958435,40.73418426513672,25.654216766357422,44.91069793701172,25.604671478271484,13.166582107543945,9.004215240478516,8.437447547912598,5.476288318634033,2.5177433490753174,0.4434158205986023,2.3250575065612793,4.9607744216918945,2727.0
Advanced Economies,131.0,Australia,1955.0,M,99.98999786376953,52.47089767456055,8.299138069152832,1.003676414489746,36.09816360473633,21.606456756591797,48.618492126464844,29.201644897460938,14.279667854309082,9.546199798583984,8.738117218017578,5.505028247833252,2.756571054458618,0.47651734948158264,2.396026372909546,5.079626560211182,2946.0
Advanced Economies,131.0,Australia,1960.0,M,80.74749755859375,38.759300231933594,18.796470642089844,0.8339396715164185,32.007408142089844,18.12487030029297,51.8430290222168,32.897178649902344,15.315624237060547,10.078704833984375,9.020389556884766,5.533487319946289,2.979015588760376,0.5078864097595215,2.464623212814331,5.168966293334961,3235.0
Advanced Economies,131.0,Australia,1965.0,M,73.06275939941406,57.37373733520508,21.965959548950195,0.6846871376037598,26.95998764038086,15.134481430053711,55.16289520263672,37.124473571777344,17.126619338989258,10.663058280944824,9.409706115722656,5.600205421447754,3.25370717048645,0.5557935833930969,2.562467336654663,5.263029098510742,3644.0
Advanced Economies,131.0,Australia,1970.0,M,91.0,75.31892395019531,21.765697479248047,0.6369193196296692,19.415769577026367,10.670188903808594,50.020511627197266,36.20964813232422,29.98415756225586,20.7585506439209,10.576388359069824,5.702858924865723,3.858675241470337,1.0148541927337646,2.879563808441162,5.571732997894287,4090.0
Advanced Economies,131.0,Australia,1975.0,M,95.04972839355469,78.04398345947266,28.051345825195312,0.6678236722946167,10.621265411376953,5.730405807495117,61.58313751220703,46.43366622924805,27.127777099609375,17.176485061645508,11.100358009338379,5.813204765319824,4.401068687438965,0.8860852122306824,3.0344669818878174,5.573642730712891,4417.0
Advanced Economies,131.0,Australia,1980.0,M,99.98999786376953,74.08106994628906,26.84911346435547,0.6297695636749268,5.2862396240234375,2.7906501293182373,67.15656280517578,52.51345443725586,26.89914894104004,16.291419982910156,11.547924995422363,5.885013580322266,4.800657749176025,0.8622541427612305,3.1733648777008057,5.556988716125488,4830.0
Advanced Economies,131.0,Australia,1985.0,M,97.0,85.04185485839844,28.375904083251953,0.9139701128005981,7.091342449188232,4.208846092224121,65.24198150634766,53.507659912109375,26.75270652770996,16.392045974731445,11.558349609375,5.856746673583984,4.8392109870910645,0.8623924255371094,3.1766746044158936,5.506557941436768,5260.0
Advanced Economies,131.0,Australia,1990.0,M,98.0,77.04273986816406,32.88132858276367,0.7909330725669861,8.646112442016602,5.763333797454834,63.71771240234375,54.576744079589844,26.816381454467773,16.32835578918457,11.524333000183105,5.8643293380737305,4.797109603881836,0.8628946542739868,3.1658871173858643,5.396215915679932,5732.0
Advanced Economies,131.0,Australia,1995.0,M,99.84906005859375,88.04214477539062,69.948974609375,1.0280506610870361,9.650108337402344,6.765249252319336,60.451385498046875,53.870628356933594,28.870454788208008,16.74913787841797,11.532867431640625,5.851770877838135,4.768704414367676,0.9123916625976562,3.1685900688171387,5.297313213348389,5964.0
Advanced Economies,131.0,Australia,2000.0,M,95.0,99.98999786376953,58.136817932128906,0.7093194723129272,10.231884956359863,7.4461188316345215,67.74493408203125,62.99958419799805,21.313861846923828,13.92215347290039,11.347895622253418,5.873867511749268,4.769307613372803,0.7047203779220581,3.1105189323425293,5.09498929977417,6323.0
Advanced Economies,131.0,Australia,2005.0,M,95.0,99.98999786376953,63.246551513671875,0.5614699125289917,9.404022216796875,7.081691265106201,64.5627670288086,61.03952407836914,25.471742630004883,16.638341903686523,11.630592346191406,5.896642208099365,4.891748905181885,0.842201828956604,3.19970703125,5.089141368865967,6788.0
Advanced Economies,131.0,Australia,2010.0,M,95.05155181884766,99.98999786376953,67.64225006103516,0.47023600339889526,7.895110130310059,6.055344581604004,64.43016052246094,43.21379470825195,27.204490661621094,18.45085906982422,11.612728118896484,6.017838478088379,4.681782245635986,0.91310715675354,3.193995952606201,6.023953914642334,7181.0
Advanced Economies,131.0,Australia,1820.0,MF,35.159793853759766,0.0,0.0,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1825.0,MF,37.717891693115234,0.0,0.0,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1830.0,MF,40.348052978515625,0.0016433466225862503,0.0,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1835.0,MF,43.036888122558594,0.004325618501752615,0.0,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1840.0,MF,45.769691467285156,0.008782139047980309,0.0,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1845.0,MF,48.53073501586914,0.01596367359161377,0.0,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1850.0,MF,51.303619384765625,0.027283083647489548,0.0025445264764130116,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1855.0,MF,54.0716667175293,0.044827092438936234,0.006693804636597633,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1860.0,MF,56.81830978393555,0.0716608390212059,0.013443417847156525,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1865.0,MF,66.6437759399414,0.11226391047239304,0.0241071917116642,,,,,,,,,,,,,,
Advanced Economies,131.0,Australia,1870.0,MF,76.46924591064453,0.17315147817134857,0.040599822998046875,50.91362380981445,49.015872955322266,8.172182083129883,0.0558648556470871,0.012318984605371952,0.025999363511800766,0.009240283630788326,1.7244805097579956,1.7205535173416138,0.003222293686121702,0.0007047756807878613,1.188210129737854,1.2941519021987915,932.0
Advanced Economies,131.0,Australia,1875.0,MF,88.234619140625,0.26375290751457214,0.0656953826546669,46.28065872192383,53.602474212646484,8.050152778625488,0.0867658406496048,0.018170680850744247,0.03784661740064621,0.012911181896924973,1.862929344177246,1.857055425643921,0.004858719184994698,0.0010151941096410155,1.204775094985962,1.3281192779541016,1074.745849609375
Advanced Economies,131.0,Australia,1880.0,MF,100.0,0.3976447582244873,0.10339167714118958,41.75613021850586,57.960357666015625,9.646231651306152,0.23012463748455048,0.0444381944835186,0.058500710874795914,0.019413406029343605,2.057790994644165,2.0455150604248047,0.010717538185417652,0.0015582926571369171,1.2284817695617676,1.3886035680770874,1314.0
Advanced Economies,131.0,Australia,1885.0,MF,98.38911437988281,0.5942599177360535,0.15942104160785675,36.24272155761719,61.716548919677734,11.279532432556152,1.9525384902954102,0.39348334074020386,0.0911581739783287,0.03081941045820713,2.3859474658966064,2.3125040531158447,0.07100372761487961,0.002439481671899557,1.2694640159606934,1.5842721462249756,1570.952880859375
Advanced Economies,131.0,Australia,1890.0,MF,96.77823638916016,0.8812181353569031,0.2419622391462326,29.761682510375977,66.72601318359375,13.379364967346191,3.3716049194335938,0.7255012392997742,0.1422274261713028,0.04923175275325775,2.7405900955200195,2.6139912605285645,0.1227695420384407,0.0038291816599667072,1.3152923583984375,1.7354103326797485,1895.0
Advanced Economies,131.0,Australia,1895.0,MF,98.38911437988281,1.2974262237548828,0.3626241385936737,24.812458038330078,71.39405822753906,15.489185333251953,3.5872268676757812,0.8079196810722351,0.20687808096408844,0.07232354581356049,2.973846912384033,2.834143877029419,0.13411910831928253,0.0055840532295405865,1.3463331460952759,1.8049252033233643,2105.220703125
Advanced Economies,131.0,Australia,1900.0,MF,100.0,1.8970491886138916,0.5377911329269409,24.94928741455078,69.91051483154297,16.483369827270508,4.841757774353027,1.175100326538086,0.2985873222351074,0.10568124800920486,3.0920066833496094,2.9002373218536377,0.1836841106414795,0.008085417561233044,1.3623356819152832,1.9148333072662354,2434.0
Advanced Economies,131.0,Australia,1905.0,MF,100.0,2.754293203353882,0.7904348969459534,22.252485275268555,70.651123046875,18.296281814575195,6.648260116577148,1.7444086074829102,0.4481392800807953,0.16009178757667542,3.3631136417388916,3.0942060947418213,0.2567429542541504,0.012164647690951824,1.3997747898101807,2.076387405395508,2513.19189453125
Advanced Economies,131.0,Australia,1910.0,MF,100.0,3.9685616493225098,0.8673257231712341,17.66672706604004,71.3740463256836,20.364471435546875,9.366256713867188,2.6141629219055176,1.6088061332702637,0.49413004517555237,3.866429328918457,3.4106593132019043,0.4137112498283386,0.042058754712343216,1.472030758857727,2.4351155757904053,2835.0
Advanced Economies,131.0,Australia,1915.0,MF,100.0,5.668792247772217,1.0866925716400146,14.27033519744873,71.33607482910156,22.0816707611084,11.821511268615723,3.504018545150757,2.586669683456421,0.9554627537727356,4.291924953460693,3.667023181915283,0.5540592074394226,0.07084272801876068,1.5360167026519775,2.7071211338043213,3171.291015625
Advanced Economies,131.0,Australia,1920.0,MF,100.0,8.01449966430664,1.9569486379623413,11.302942276000977,70.89448547363281,23.808801651000977,14.20639705657959,4.481085300445557,3.609548568725586,1.450373649597168,4.707544803619385,3.91005539894104,0.6962910294532776,0.10119852423667908,1.6012017726898193,2.9597370624542236,3456.0
Advanced Economies,131.0,Australia,1925.0,MF,100.0,11.189275741577148,1.650042176246643,9.258285522460938,62.852752685546875,22.558019638061523,23.068918228149414,7.582921504974365,4.8212571144104,1.9748693704605103,5.456445217132568,4.235733509063721,1.0847889184951782,0.13592267036437988,1.7257202863693237,3.399693489074707,3869.9306640625
Advanced Economies,131.0,Australia,1930.0,MF,100.0,15.380840301513672,1.854827880859375,7.0504889488220215,58.838462829589844,23.12574577331543,28.22800636291504,9.834768295288086,5.88425874710083,2.5337073802948,6.011770248413086,4.505661964416504,1.3377485275268555,0.16835935413837433,1.8242647647857666,3.700423002243042,4380.0
Advanced Economies,131.0,Australia,1935.0,MF,99.5235824584961,16.017290115356445,2.0101306438446045,5.086455821990967,54.59470748901367,23.578189849853516,33.36734390258789,12.295588493347168,6.952713966369629,3.1342570781707764,6.560697555541992,4.764390468597412,1.594567894935608,0.20173941552639008,1.9272030591964722,3.987074375152588,4380.0
Advanced Economies,131.0,Australia,1940.0,MF,99.04716491699219,20.61017417907715,2.856870651245117,3.743481397628784,50.87492752075195,23.97618293762207,37.267940521240234,14.520682334899902,8.114813804626465,3.818411111831665,7.021355628967285,4.968498706817627,1.8141926527023315,0.23866432905197144,2.0180578231811523,4.2293901443481445,4677.130859375
Advanced Economies,131.0,Australia,1945.0,MF,98.57075500488281,25.784088134765625,3.5224061012268066,2.3488683700561523,46.99249267578125,23.69240379333496,41.437313079833984,17.072267532348633,9.221325874328613,4.485151290893555,7.479825496673584,5.160065174102783,2.045630931854248,0.274129718542099,2.1127333641052246,4.461409091949463,5022.0
